Unnamed: 0,T2M,ALLSKY_SFC_SW_DWN,ALLSKY_SRF_ALB,SZA,real_index,beta,azimuth,DNI,DHI,poa_global_1,T_t,P_eta
2022-06-10 09:00:00+08:00,20.58,559.13,0.07,37.85,63,40.0,99.24828479362498,255.29751594329414,357.5420139418193,518.0788397773149,36.76996374304109,0.3430203711482256
2022-06-10 10:00:00+08:00,22.46,653.29,0.09,27.49,63,40.0,113.1320415234755,279.145254533864,405.662642559618,610.180144782631,41.52812952445722,0.3946519619266153
2022-06-10 11:00:00+08:00,24.27,689.84,0.11,19.7,63,40.0,134.9770407883775,296.05789981676827,411.1102077635995,647.1559783588584,44.49362432371433,0.4123875468736665
2022-06-10 12:00:00+08:00,25.65,680.76,0.11,18.39,63,40.0,172.05921087918887,270.80048769176824,423.78899849117,649.7308806227717,45.95409001946162,0.4109728640935407
2022-06-10 13:00:00+08:00,26.49,658.81,0.1,24.62,63,40.0,213.8206794010152,282.856758539891,401.66753886355383,645.1590925526325,46.65122164226976,0.4066328511130705
2022-06-10 14:00:00+08:00,26.59,510.7,0.08,34.45,63,40.0,240.40413992476996,150.0047532118892,387.00305678933114,491.6580613085888,41.9543144158934,0.3173196072679713
2022-06-10 15:00:00+08:00,26.13,386.68,0.05,45.48,63,40.0,256.38437353767887,89.19361692901997,324.14116472980913,362.40617843349025,37.45519307604657,0.2391497635670642
2022-06-10 16:00:00+08:00,25.2,315.79,0.21,56.81,63,40.0,267.7927542564655,101.03570726407139,260.4813188352342,293.62206154345364,34.37568942323293,0.19667107527339017
2022-06-10 17:00:00+08:00,23.65,181.06,0.16,68.07,63,40.0,277.31456172647154,59.411078529251384,158.87153386850923,158.6030380367053,28.60634493864704,0.10918035983729546
2022-06-10 18:00:00+08:00,21.62,76.27,0.15,78.95,63,40.0,286.22031120323913,38.85186974007759,68.82343486497199,62.56251219691368,23.575078506153552,0.044080810809889265
